Rk,Player Name,Nation,Position,Squad,Comp,Age,Birth Year,Games,Starts,Minutes,Nintys,Gls,Ast,G+A,G-PK,PK,PKatt,Yellow,Red,PrgC,PrgP,PrgR,Market Value
1464,jos luis gay,ESP,DF,valencia,La Liga,29,1995,12,11,900,10.0,0,1,1,0,0,0,2,0,17,34,77,12.58
1465,jos luis palomino,ARG,DF,cagliari,Serie A,35,1990,9,3,386,4.3,1,0,1,1,0,0,1,0,0,10,0,40.0
1466,douglas luiz,BRA,MF,juventus,Serie A,26,1998,15,3,488,5.4,0,0,0,0,0,0,2,0,16,33,12,70.0
1467,romelu lukaku,BEL,FW,napoli,Serie A,31,1993,24,23,1829,20.3,9,7,16,6,3,4,1,0,20,18,147,75.0
1468,castello lukeba,FRA,DF,rb leipzig,Bundesliga,22,2002,13,12,981,10.9,0,0,0,0,0,0,1,0,8,44,6,50.0
1469,dodi lukebakio,BEL,FW,sevilla,La Liga,27,1997,24,23,1982,22.0,10,1,11,9,1,1,2,0,95,59,162,20.0
1470,saa luki,SRB,MF,fulham,Premier League,28,1996,21,20,1672,18.6,0,2,2,0,0,0,9,0,30,71,22,10.0
1471,milos lukovic,SRB,FW,strasbourg,Ligue 1,19,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,5.0
1472,joe lumley,ENG,GK,southampton,Premier League,30,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0,0,0,12.58
1473,daniel luna,COL,MF,mallorca,La Liga,21,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,1,0,2,12.58
1474,andriy lunin,UKR,GK,real madrid,La Liga,26,1999,3,3,270,3.0,0,1,1,0,0,0,0,0,0,0,0,20.0
1475,massimo luongo,AUS,MF,ipswich town,Premier League,32,1992,7,2,181,2.0,0,0,0,0,0,0,0,0,0,5,1,12.58
1476,sebastiano luperto,ITA,DF,cagliari,Serie A,28,1996,26,26,2340,26.0,1,3,4,1,0,0,2,0,19,71,6,12.58
1477,zito luvumbo,ANG,FW,cagliari,Serie A,22,2002,17,12,1039,11.5,1,1,2,1,0,0,2,0,48,24,89,12.58
1478,charalambos lykogiannis,GRE,DF,bologna,Serie A,31,1993,13,9,770,8.6,0,4,4,0,0,0,2,0,9,41,22,12.58
1479,senne lynen,BEL,MF,werder bremen,Bundesliga,26,1999,21,21,1802,20.0,0,0,0,0,0,0,6,0,6,63,21,9.0
1480,mathias lvik,NOR,FW,parma,Serie A,21,2003,3,0,50,0.6,0,0,0,0,0,0,0,0,0,1,2,5.0
1481,othmane maamma,MAR,FW,montpellier,Ligue 1,19,2005,7,0,147,1.6,1,1,2,1,0,0,1,0,4,1,12,12.58
1482,ian maatsen,NED,DF,aston villa,Premier League,22,2002,21,4,604,6.7,0,1,1,0,0,0,2,0,19,33,58,40.0
1483,alexis mac allister,ARG,MF,liverpool,Premier League,26,1998,26,24,1980,22.0,2,3,5,2,0,0,6,0,27,136,59,65.0
1484,deiver machado,COL,DF,lens,Ligue 1,31,1993,18,11,1093,12.1,1,0,1,1,0,0,5,2,27,33,48,12.58
1485,shuto machino,JPN,FW,holstein kiel,Bundesliga,25,1999,21,13,1142,12.7,7,1,8,6,1,1,1,0,14,37,60,12.58
1486,darwin machs,VEN,FW,valladolid,La Liga,32,1993,10,5,407,4.5,0,0,0,0,0,0,0,0,6,14,19,12.58
1487,yvann macon,FRA,DF,sainttienne,Ligue 1,26,1998,6,5,370,4.1,0,0,0,0,0,0,2,0,11,20,30,12.58
1488,james maddison,ENG,MF,tottenham,Premier League,28,1996,24,16,1390,15.4,9,5,14,9,0,0,4,0,37,129,73,60.0
1489,eros maddy,NED,DF,auxerre,Ligue 1,24,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,1,0,4,12.58
1490,noni madueke,ENG,FW,chelsea,Premier League,22,2002,23,19,1453,16.1,7,3,10,7,0,0,3,0,110,53,179,40.0
1491,pablo maffeo,ESP,DF,mallorca,La Liga,27,1997,18,17,1409,15.7,0,1,1,0,0,0,3,0,23,44,70,2.8
1492,gabriel magalhes,BRA,DF,arsenal,Premier League,27,1997,24,24,2078,23.1,3,1,4,3,0,0,3,0,5,106,10,75.0
1493,soungoutou magassa,FRA,MF,monaco,Ligue 1,21,2003,16,10,883,9.8,0,1,1,0,0,0,5,0,6,55,10,12.0
1494,edmondparis maghoma,ENG,MF,brentford,Premier League,23,2001,6,0,96,1.1,0,0,0,0,0,0,0,0,4,9,3,12.58
1495,giangiacomo magnani,ITA,DF,hellas verona,Serie A,29,1995,17,11,1065,11.8,1,0,1,1,0,0,2,0,4,31,7,12.58
1496,hugo magnetti,FRA,MF,brest,Ligue 1,26,1998,22,18,1592,17.7,1,0,1,1,0,0,3,0,9,53,15,7.0
1497,frank magri,CMR,FW,toulouse,Ligue 1,25,1999,21,7,684,7.6,1,0,1,1,0,0,2,1,10,18,42,12.58
1498,harry maguire,ENG,DF,manchester utd,Premier League,31,1993,19,14,1268,14.1,0,0,0,0,0,0,7,0,6,39,3,50.0
1499,jon magunazelaia,ESP,MF,real sociedad,La Liga,24,2000,2,0,7,0.1,0,0,0,0,0,0,0,0,0,1,0,12.58
1500,arne maier,GER,MF,augsburg,Bundesliga,26,1999,21,7,785,8.7,0,0,0,0,0,0,0,0,13,32,40,12.58
1501,mike maignan,FRA,GK,milan,Serie A,29,1995,25,25,2250,25.0,0,0,0,0,0,0,1,0,0,3,0,35.0
1502,patrick mainka,GER,DF,heidenheim,Bundesliga,30,1994,23,23,2070,23.0,1,0,1,1,0,0,3,0,14,75,10,12.58
1503,kobbie mainoo,ENG,MF,manchester utd,Premier League,19,2005,18,15,1285,14.3,0,0,0,0,0,0,5,0,19,52,35,55.0
1504,ainsley maitlandniles,ENG,DF,lyon,Ligue 1,27,1997,21,12,1170,13.0,1,3,4,1,0,0,0,0,17,59,68,10.0
1505,radosaw majecki,POL,GK,monaco,Ligue 1,25,1999,13,13,1170,13.0,0,0,0,0,0,0,1,0,0,1,0,7.0
1506,lovro majer,CRO,MF,wolfsburg,Bundesliga,27,1998,4,2,145,1.6,2,0,2,1,1,1,1,0,2,2,6,20.0
1507,jordy makengo,FRA,DF,freiburg,Bundesliga,23,2001,12,1,207,2.3,0,0,0,0,0,0,1,0,6,5,12,12.58
1508,antoine makoumbou,CGO,MF,cagliari,Serie A,26,1998,22,19,1515,16.8,0,1,1,0,0,0,2,1,8,69,12,12.58
1509,nikola maksimovi,SRB,DF,montpellier,Ligue 1,33,1991,7,7,581,6.5,0,0,0,0,0,0,2,0,1,11,0,12.58
1510,tyrell malacia,NED,DF,manchester utd,Premier League,25,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,3,3,6,15.0
1511,jarzinho malanga,GER,DF,stuttgart,Bundesliga,18,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,12.58
1512,julin malatini,ARG,DF,werder bremen,Bundesliga,23,2001,10,5,454,5.0,1,1,2,1,0,0,1,0,8,24,4,12.58
1513,daniel maldini,ITA,MF,monza,Serie A,23,2001,20,16,1306,14.5,3,0,3,3,0,0,5,0,41,34,66,12.58
1514,youssef maleh,MAR,MF,empoli,Serie A,26,1998,21,16,1420,15.8,0,1,1,0,0,0,4,1,9,67,31,12.58
1515,donyell malen,NED,FW,aston villa,Premier League,26,1999,5,1,169,1.9,0,0,0,0,0,0,0,0,5,3,14,28.0
1517,ruslan malinovskyi,UKR,MF,genoa,Serie A,31,1993,5,2,224,2.5,0,0,0,0,0,0,1,0,1,19,6,12.58
1518,lennard maloney,USA,MF,heidenheim,Bundesliga,25,1999,11,10,760,8.4,0,0,0,0,0,0,1,0,1,14,0,12.58
1520,aaron malouda,FRA,FW,lille,Ligue 1,19,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,12.58
1521,giorgi mamardashvili,GEO,GK,valencia,La Liga,24,2000,21,21,1890,21.0,0,0,0,0,0,0,1,0,1,0,0,40.0
1522,dennis man,ROU,FW,parma,Serie A,26,1998,24,19,1647,18.3,4,4,8,4,0,0,0,0,57,47,119,17.0
1523,hianga mananga mbock,FRA,MF,brest,Ligue 1,25,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,12.58
1524,gianluca mancini,ITA,DF,roma,Serie A,28,1996,25,24,2063,22.9,1,0,1,1,0,0,4,0,38,107,22,18.0
1525,steve mandanda,FRA,GK,rennes,Ligue 1,39,1985,17,17,1485,16.5,0,0,0,0,0,0,0,0,0,0,1,12.58
1526,christos mandas,GRE,GK,lazio,Serie A,23,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,0,5.0
1527,reinildo mandava,MOZ,DF,atltico madrid,La Liga,31,1994,17,9,841,9.3,0,0,0,0,0,0,3,0,12,28,12,8.0
1528,assa mandi,ALG,DF,lille,Ligue 1,33,1991,17,15,1247,13.9,0,0,0,0,0,0,2,0,9,71,15,12.58
1529,rolando mandragora,ITA,MF,fiorentina,Serie A,27,1997,18,11,975,10.8,1,2,3,0,1,1,4,0,6,37,14,8.0
1530,orel mangala,BEL,MF,everton,Premier League,26,1998,19,14,1261,14.0,1,0,1,1,0,0,2,0,6,34,19,20.0
1532,ryan manning,IRL,DF,southampton,Premier League,28,1996,14,10,767,8.5,0,0,0,0,0,0,1,0,10,8,51,10.0
1533,javier manquillo,ESP,DF,celta vigo,La Liga,30,1994,10,7,515,5.7,0,0,0,0,0,0,1,0,3,24,5,12.58
1534,johan manzambi,SUI,MF,freiburg,Bundesliga,19,2005,4,0,34,0.4,0,0,0,0,0,0,0,0,1,1,2,12.58
1535,alberto manzoni,ITA,MF,atalanta,Serie A,19,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,12.58
1536,sekou mara,FRA,FW,strasbourg,Ligue 1,22,2002,19,6,637,7.1,1,1,2,1,0,0,2,0,5,10,37,12.58
1537,alessandro marcandalli,ITA,DF,genoa,Serie A,22,2002,2,1,46,0.5,0,0,0,0,0,0,0,0,0,1,0,12.0
1539,marco,BRA,DF,sevilla,La Liga,28,1996,11,5,462,5.1,0,0,0,0,0,0,6,1,0,17,0,25.0
1540,solly march,ENG,MF,brighton,Premier League,30,1994,2,0,25,0.3,0,0,0,0,0,0,1,0,0,0,1,10.0
1541,filip marchwiski,POL,MF,lecce,Serie A,23,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,12.58
1542,scar de marcos,ESP,DF,athletic club,La Liga,35,1989,20,13,1220,13.6,0,4,4,0,0,0,0,0,20,78,60,1.5
1543,alberto mar,ESP,FW,valencia,La Liga,23,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0,1,2,12.58
1544,pablo mar,ESP,DF,monza,Serie A,31,1993,19,19,1628,18.1,0,0,0,0,0,0,4,1,5,58,1,2.8
1546,jos mara gimnez,URU,DF,atltico madrid,La Liga,30,1995,19,15,1452,16.1,0,1,1,0,0,0,4,0,1,39,1,20.0
1547,luca marianucci,ITA,DF,empoli,Serie A,20,2004,8,2,214,2.4,0,0,0,0,0,0,0,1,5,7,0,8.0
1548,mirko mari,CRO,FW,monza,Serie A,29,1995,8,1,106,1.2,0,0,0,0,0,0,0,0,1,3,8,12.58
1550,rafa marn,ESP,DF,napoli,Serie A,22,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,9.0
1551,pablo marn,ESP,MF,real sociedad,La Liga,21,2003,10,2,287,3.2,0,1,1,0,0,0,0,0,1,8,21,2.8
1552,rzvan marin,ROU,MF,cagliari,Serie A,28,1996,24,11,1100,12.2,3,2,5,1,2,2,4,0,19,65,22,10.0
1553,guillermo maripn,CHI,DF,torino,Serie A,30,1994,16,15,1260,14.0,1,0,1,1,0,0,0,1,5,48,5,12.58
1554,mika mrmol,ESP,DF,las palmas,La Liga,22,2002,19,17,1499,16.7,0,1,1,0,0,0,4,0,16,64,26,12.0
1555,omar marmoush,EGY,FW,manchester city,Premier League,26,1999,4,4,295,3.3,3,0,3,3,0,0,0,0,7,9,24,60.0
1557,mario maroto,ESP,MF,valladolid,La Liga,21,2003,1,0,19,0.2,0,1,1,0,0,0,0,0,0,1,0,12.58
1558,marquinhos,BRA,DF,paris sg,Ligue 1,30,1994,17,14,1314,14.6,0,0,0,0,0,0,3,0,21,107,3,40.0
1559,aarn martn,ESP,DF,genoa,Serie A,27,1997,25,25,2176,24.2,0,3,3,0,0,0,4,0,38,62,89,12.58
1560,carlos martn,ESP,FW,alavs,La Liga,22,2002,16,10,837,9.3,2,1,3,2,0,0,2,0,8,14,40,2.5
1561,gerard martn,ESP,DF,barcelona,La Liga,23,2002,15,4,432,4.8,0,1,1,0,0,0,2,0,6,18,33,12.58
1562,ivn martn,ESP,MF,girona,La Liga,26,1999,21,18,1501,16.7,1,1,2,1,0,0,1,0,41,96,46,10.0
1563,jon martin,ESP,DF,real sociedad,La Liga,19,2006,5,0,226,2.5,0,1,1,0,0,0,1,0,0,5,0,2.8
1564,jonas martin,FRA,MF,brest,Ligue 1,34,1990,12,5,458,5.1,1,0,1,1,0,0,2,0,8,19,7,12.58
1565,mario martn,ESP,MF,valladolid,La Liga,20,2004,21,15,1324,14.7,0,1,1,0,0,0,6,2,11,45,12,12.58
1566,gabriel martinelli,BRA,FW,arsenal,Premier League,23,2001,22,16,1458,16.2,6,3,9,6,0,0,1,0,78,28,184,55.0
1567,arnau martinez,ESP,DF,girona,La Liga,21,2003,21,19,1698,18.9,2,2,4,2,0,0,2,0,29,124,71,10.0
1568,emiliano martnez,ARG,GK,aston villa,Premier League,32,1992,27,27,2385,26.5,0,0,0,0,0,0,2,0,0,2,0,25.0
1569,iigo martnez,ESP,DF,barcelona,La Liga,33,1991,20,20,1780,19.8,0,2,2,0,0,0,3,0,51,173,6,12.58
1570,javi martnez,ESP,MF,osasuna,La Liga,25,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0,1,0,12.58
1571,josep martinez,ESP,GK,inter,Serie A,26,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,0,12.0
1572,lautaro martnez,ARG,FW,inter,Serie A,27,1997,24,24,1988,22.1,10,3,13,10,0,0,0,0,29,53,149,100.0
1573,lisandro martnez,ARG,DF,manchester utd,Premier League,27,1998,20,20,1751,19.5,2,1,3,2,0,0,7,0,23,117,7,32.0
1574,lucas martnez quarta,ARG,DF,fiorentina,Serie A,28,1996,8,4,351,3.9,1,0,1,1,0,0,1,0,3,14,2,10.0
1575,ramn martnez,ESP,DF,sevilla,La Liga,22,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,12.58
1576,toni martnez,ESP,FW,alavs,La Liga,27,1997,20,7,757,8.4,3,0,3,3,0,0,0,0,11,8,41,12.58
1577,kevin martins,ITA,MF,monza,Serie A,20,2005,8,1,148,1.6,0,1,1,0,0,0,1,0,3,5,10,12.0
1578,javi martn,ESP,FW,athletic club,La Liga,25,1999,3,0,53,0.6,0,0,0,0,0,0,1,0,0,0,3,12.58
1579,adam marui,MNE,DF,lazio,Serie A,32,1992,24,15,1508,16.8,3,0,3,3,0,0,1,0,14,53,55,12.58
1580,marvin,ESP,DF,las palmas,La Liga,24,2000,11,6,549,6.1,0,0,0,0,0,0,3,0,18,17,35,9.0
1581,omar mascarell,EQG,MF,mallorca,La Liga,32,1993,20,13,1251,13.9,0,0,0,0,0,0,4,1,7,45,6,12.58
1582,adam masina,MAR,DF,torino,Serie A,31,1994,20,15,1452,16.1,1,2,3,1,0,0,5,0,13,61,7,12.58
1583,patrizio masini,ITA,MF,genoa,Serie A,24,2001,14,5,580,6.4,1,0,1,1,0,0,1,0,11,18,9,12.58
1584,giorgos masouras,GRE,FW,bochum,Bundesliga,31,1994,3,3,265,2.9,2,0,2,2,0,0,0,0,10,6,20,12.58
1585,erhan maovi,SRB,DF,bochum,Bundesliga,26,1998,13,10,849,9.4,1,1,2,1,0,0,1,0,1,32,3,12.58
1586,hannoah massengo,FRA,MF,auxerre,Ligue 1,23,2001,7,5,440,4.9,0,0,0,0,0,0,1,0,4,15,1,12.58
1587,clinton mata,ANG,DF,lyon,Ligue 1,32,1992,20,19,1717,19.1,0,3,3,0,0,0,4,0,15,65,23,12.58
1588,jaime mata,ESP,FW,las palmas,La Liga,36,1988,21,3,458,5.1,0,0,0,0,0,0,5,0,6,7,26,12.58
1589,igor matanovic,CRO,FW,eint frankfurt,Bundesliga,21,2003,15,2,303,3.4,1,0,1,1,0,0,0,0,2,6,19,8.0
1590,pape matar sarr,SEN,MF,tottenham,Premier League,22,2002,25,15,1282,14.2,2,2,4,2,0,0,4,0,23,68,38,45.0
1591,eliot matazo,BEL,MF,monaco,Ligue 1,23,2002,3,1,68,0.8,0,0,0,0,0,0,0,0,0,7,3,12.58
1592,jeanphilippe mateta,FRA,FW,crystal palace,Premier League,27,1997,26,24,2042,22.7,11,2,13,9,2,2,2,0,29,38,97,20.0
1593,nemanja mati,SRB,MF,lyon,Ligue 1,36,1988,19,18,1479,16.4,0,1,1,0,0,0,0,0,29,116,12,35.0
1594,chrislain matsima,FRA,DF,augsburg,Bundesliga,22,2002,19,17,1561,17.3,1,0,1,1,0,0,4,0,10,52,9,7.0
1595,jean matto bahoya,FRA,MF,eint frankfurt,Bundesliga,19,2005,14,2,319,3.5,0,2,2,0,0,0,2,0,10,10,45,7.5
1596,alan matturro,URU,DF,genoa,Serie A,20,2004,9,8,742,8.2,0,0,0,0,0,0,2,0,10,14,8,8.0
1597,azor matusiwa,NED,MF,rennes,Ligue 1,26,1998,18,17,1462,16.2,0,0,0,0,0,0,2,0,8,93,10,12.0
1598,neal maupay,FRA,FW,marseille,Ligue 1,28,1996,17,12,901,10.0,4,4,8,4,0,0,3,1,10,32,64,12.0
1599,maurides,BRA,FW,st pauli,Bundesliga,30,1994,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,12.58
1600,stephy mavididi,ENG,FW,leicester city,Premier League,26,1998,24,14,1351,15.0,3,1,4,3,0,0,2,0,72,52,109,11.0
1601,konstantinos mavropanos,GRE,DF,west ham,Premier League,27,1997,22,16,1521,16.9,0,0,0,0,0,0,4,1,12,49,2,20.0
1602,christian mawissa,FRA,DF,monaco,Ligue 1,19,2005,13,10,857,9.5,0,0,0,0,0,0,1,0,7,22,8,12.0
1603,keke maximilian topp,GER,FW,werder bremen,Bundesliga,20,2004,11,1,194,2.2,1,1,2,1,0,0,1,0,6,3,15,4.0
1604,borja mayoral,ESP,FW,getafe,La Liga,27,1997,11,1,396,4.4,4,0,4,3,1,1,0,0,2,9,16,9.0
1605,senny mayulu,FRA,MF,paris sg,Ligue 1,18,2006,12,4,382,4.2,1,0,1,1,0,0,1,0,17,20,31,5.0
1606,noussair mazraoui,MAR,DF,manchester utd,Premier League,27,1997,26,24,1992,22.1,0,1,1,0,0,0,1,0,27,85,41,32.0
1607,luca mazzitelli,ITA,MF,como,Serie A,29,1995,11,3,335,3.7,1,1,2,1,0,0,1,0,2,27,14,8.0
1608,pasquale mazzocchi,ITA,DF,napoli,Serie A,29,1995,16,6,611,6.8,0,0,0,0,0,0,2,0,15,22,37,12.58
1609,samuel mbangula,BEL,FW,juventus,Serie A,21,2004,18,7,652,7.2,3,2,5,3,0,0,1,0,25,16,40,8.0
1610,ethan mbapp,FRA,MF,lille,Ligue 1,18,2006,6,1,154,1.7,0,0,0,0,0,0,2,0,4,7,24,12.58
1611,kylian mbapp,FRA,FW,real madrid,La Liga,26,1998,23,23,1998,22.2,17,3,20,12,5,6,3,0,106,97,281,120.0
1612,ibrahim mbaye,FRA,FW,paris sg,Ligue 1,17,2008,5,1,87,1.0,0,0,0,0,0,0,0,0,3,3,15,12.0
1613,bryan mbeumo,CMR,FW,brentford,Premier League,25,1999,26,26,2334,25.9,15,4,19,11,4,4,2,0,90,102,255,50.0
1614,james mcatee,ENG,MF,manchester city,Premier League,22,2002,9,0,129,1.4,2,0,2,2,0,0,0,0,4,3,12,14.0
1615,kasey mcateer,IRL,FW,leicester city,Premier League,23,2001,11,4,386,4.3,0,1,1,0,0,0,1,0,13,8,36,12.58
1616,oliver mcburnie,SCO,FW,las palmas,La Liga,28,1996,21,10,1009,11.2,0,4,4,0,0,0,0,0,5,18,53,12.58
1617,alex mccarthy,ENG,GK,southampton,Premier League,35,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0,0,0,12.58
1618,john mcginn,SCO,MF,aston villa,Premier League,30,1994,23,20,1627,18.1,0,3,3,0,0,0,5,0,25,76,64,23.0
1619,scott mckenna,SCO,DF,las palmas,La Liga,28,1996,20,19,1718,19.1,0,0,0,0,0,0,5,0,5,24,1,12.58
1620,weston mckennie,USA,MF,juventus,Serie A,26,1998,20,16,1404,15.6,2,3,5,2,0,0,2,0,14,51,82,24.0
1621,mark mckenzie,USA,DF,toulouse,Ligue 1,25,1999,21,20,1750,19.4,1,0,1,1,0,0,1,0,5,66,3,12.58
1622,dwight mcneil,ENG,MF,everton,Premier League,25,1999,13,13,1140,12.7,3,3,6,3,0,0,1,0,31,60,65,25.0
1623,scott mctominay,SCO,MF,manchester utd,Premier League,28,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0,1,2,40.0
1625,jakov medi,CRO,DF,bochum,Bundesliga,26,1998,16,11,1069,11.9,0,0,0,0,0,0,1,0,1,14,2,12.58
1626,facundo medina,ARG,DF,lens,Ligue 1,25,1999,20,20,1734,19.3,0,1,1,0,0,0,9,1,38,122,31,25.0
1627,ben mee,ENG,DF,brentford,Premier League,35,1989,6,2,177,2.0,0,0,0,0,0,0,2,0,3,11,2,30.0
1628,jayden meghoma,ENG,DF,brentford,Premier League,18,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,3.0
1629,henrik meister,DEN,FW,rennes,Ligue 1,21,2003,4,0,63,0.7,1,0,1,1,0,0,0,0,2,1,4,12.58
1630,bamo met,CIV,DF,montpellier,Ligue 1,23,2001,3,3,203,2.3,0,0,0,0,0,0,1,0,0,3,0,12.58
1632,mohamed meit,FRA,FW,rennes,Ligue 1,17,2007,4,0,45,0.5,0,0,0,0,0,0,0,0,1,0,3,1.5
1633,mateo meja,ESP,FW,sevilla,La Liga,21,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,11.0
1634,farid el melali,ALG,FW,angers,Ligue 1,27,1997,21,17,1429,15.9,2,2,4,2,0,0,1,0,52,26,82,12.58
1635,filippo melegoni,ITA,MF,genoa,Serie A,26,1999,3,1,89,1.0,0,1,1,0,0,0,0,0,0,1,2,12.58
1636,arthur melo,BRA,MF,girona,La Liga,28,1996,2,0,57,0.6,0,0,0,0,0,0,0,0,4,8,2,56.0
1637,nuno mendes,POR,DF,paris sg,Ligue 1,22,2002,15,14,1172,13.0,0,2,2,0,0,0,1,0,41,93,79,55.0
1638,brais mndez,ESP,MF,real sociedad,La Liga,28,1997,21,15,1259,14.0,3,1,4,3,0,0,4,0,24,74,74,35.0
1639,antoine mendy,FRA,DF,nice,Ligue 1,20,2004,11,5,539,6.0,0,0,0,0,0,0,1,0,9,20,11,28.0
1640,ferland mendy,FRA,DF,real madrid,La Liga,29,1995,13,11,921,10.2,0,0,0,0,0,0,1,1,11,36,37,30.0
1641,nampalys mendy,SEN,MF,lens,Ligue 1,32,1992,4,1,110,1.2,0,0,0,0,0,0,0,0,0,7,0,12.58
1642,gideon mensah,GHA,DF,auxerre,Ligue 1,26,1998,18,17,1546,17.2,0,1,1,0,0,0,2,0,34,67,64,12.58
1643,alex meret,ITA,GK,napoli,Serie A,27,1997,23,23,2015,22.4,0,0,0,0,0,0,0,0,0,1,0,12.0
1644,mikel merino,ESP,MF,arsenal,Premier League,28,1996,18,9,879,9.8,4,1,5,4,0,0,2,0,6,43,58,45.0
1645,quentin merlin,FRA,DF,marseille,Ligue 1,22,2002,16,14,1079,12.0,1,3,4,1,0,0,1,0,25,59,115,12.0
1646,vctor meseguer,ESP,MF,valladolid,La Liga,25,1999,14,2,418,4.6,0,0,0,0,0,0,1,0,2,22,22,12.58
1647,rafik messali,FRA,DF,toulouse,Ligue 1,21,2003,6,1,157,1.7,0,0,0,0,0,0,0,0,7,9,7,12.58
1648,junior messias,BRA,MF,genoa,Serie A,33,1991,9,4,471,5.2,1,1,2,1,0,1,1,0,20,21,35,10.0
1649,connor metcalfe,AUS,MF,st pauli,Bundesliga,25,1999,4,2,227,2.5,0,0,0,0,0,0,0,0,5,6,8,12.58
1650,karol mets,EST,DF,st pauli,Bundesliga,31,1993,10,10,900,10.0,0,0,0,0,0,0,1,0,5,54,2,12.58
1651,thomas meunier,BEL,DF,lille,Ligue 1,33,1991,20,12,1135,12.6,1,0,1,1,0,0,2,0,31,73,89,12.58
1652,alexander meyer,GER,GK,dortmund,Bundesliga,33,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0,0,0,6.0
1653,lucas michal,FRA,FW,monaco,Ligue 1,19,2005,6,0,88,1.0,0,0,0,0,0,0,0,0,3,4,9,8.0
1654,florian micheler,AUT,MF,hoffenheim,Bundesliga,19,2005,1,0,32,0.4,0,0,0,0,0,0,1,0,1,1,1,1.2
1655,miguel,ESP,FW,legans,La Liga,25,1999,24,16,1493,16.6,1,3,4,0,1,2,3,0,13,15,78,6.0
1656,valentin mihaila,ROU,FW,parma,Serie A,25,2000,21,16,1288,14.3,0,3,3,0,0,0,2,0,25,41,72,12.58
1657,georges mikautadze,GEO,FW,lyon,Ligue 1,24,2000,23,8,908,10.1,6,2,8,5,1,2,1,0,23,36,89,18.0
1658,igor miladinovi,SRB,FW,sainttienne,Ligue 1,21,2003,3,0,26,0.3,0,0,0,0,0,0,0,0,0,1,1,22.0
1659,nikola milenkovi,SRB,DF,nottham forest,Premier League,27,1997,25,25,2250,25.0,3,1,4,3,0,0,3,0,2,40,5,25.0
1660,lewis miley,ENG,MF,newcastle utd,Premier League,18,2006,7,1,170,1.9,1,0,1,1,0,0,0,0,1,11,4,22.0
1661,vanja milinkovisavi,SRB,GK,torino,Serie A,28,1997,25,25,2250,25.0,0,0,0,0,0,0,2,0,0,0,0,8.0
1662,der milito,BRA,DF,real madrid,La Liga,27,1998,12,11,938,10.4,1,1,2,1,0,0,2,0,7,46,1,50.0
1663,luis milla,ESP,MF,getafe,La Liga,30,1994,21,21,1866,20.7,1,2,3,0,1,1,3,0,23,104,21,17.0
1664,pere milla,ESP,MF,espanyol,La Liga,32,1992,10,1,246,2.7,0,0,0,0,0,0,2,0,5,5,18,12.58
1665,enzo millot,FRA,MF,stuttgart,Bundesliga,22,2002,22,17,1419,15.8,4,2,6,4,0,1,5,0,28,94,101,42.0
1666,james milner,ENG,MF,brighton,Premier League,39,1986,3,3,169,1.9,0,0,0,0,0,0,1,0,1,10,10,12.58
1667,kim minjae,KOR,DF,bayern munich,Bundesliga,28,1996,22,22,1915,21.3,2,0,2,2,0,0,2,0,13,166,4,60.0
1668,yerry mina,COL,DF,cagliari,Serie A,30,1994,22,22,1809,20.1,0,0,0,0,0,0,6,1,11,60,9,12.58
1669,takumi minamino,JPN,MF,monaco,Ligue 1,30,1995,20,17,1426,15.8,3,3,6,3,0,0,2,0,29,79,122,15.0
1670,lucas mincarelli,FRA,DF,montpellier,Ligue 1,21,2004,4,3,251,2.8,0,0,0,0,0,0,0,0,6,11,11,4.0
1671,tyrone mings,ENG,DF,aston villa,Premier League,31,1993,9,7,691,7.7,0,0,0,0,0,0,1,0,3,29,0,8.0
1672,scar mingueza,ESP,MF,celta vigo,La Liga,25,1999,22,20,1718,19.1,2,5,7,2,0,0,3,1,46,126,124,20.0
1673,kim minsu,KOR,MF,girona,La Liga,19,2006,3,0,22,0.2,0,0,0,0,0,0,0,0,0,0,2,12.58
1674,yankuba minteh,GAM,FW,brighton,Premier League,20,2004,21,10,1018,11.3,5,3,8,5,0,0,6,0,47,23,114,28.0
